indicator,state,year,value,source_title,source_url,reporting_period,reporting_org,notes,verified_on
infant-mortality-rate,Jammu and Kashmir,2010,43.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jharkhand,2004,49.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jharkhand,2005,50.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jharkhand,2006,49.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jharkhand,2007,48.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jharkhand,2008,46.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jharkhand,2009,44.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jharkhand,2010,42.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Karnataka,2004,49.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Karnataka,2005,50.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Karnataka,2006,48.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Karnataka,2007,47.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Karnataka,2008,45.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Karnataka,2009,41.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Karnataka,2010,38.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Kerala,2004,12.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Kerala,2005,14.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Kerala,2006,15.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Kerala,2007,13.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Kerala,2008,12.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Kerala,2009,12.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Kerala,2010,13.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Lakshadweep,2004,30.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Lakshadweep,2005,22.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Lakshadweep,2006,25.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Lakshadweep,2007,24.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Lakshadweep,2008,31.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Lakshadweep,2009,25.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Lakshadweep,2010,25.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Madhya Pradesh,2004,79.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Madhya Pradesh,2005,76.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Madhya Pradesh,2006,74.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Madhya Pradesh,2007,72.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Madhya Pradesh,2008,70.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Madhya Pradesh,2009,67.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Madhya Pradesh,2010,62.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Maharashtra,2004,36.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Maharashtra,2005,36.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Maharashtra,2006,35.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Maharashtra,2007,34.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Maharashtra,2008,33.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Maharashtra,2009,31.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Maharashtra,2010,28.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Manipur,2004,14.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Manipur,2005,13.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Manipur,2006,11.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Manipur,2007,12.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Manipur,2008,14.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Manipur,2009,16.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Manipur,2010,14.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Meghalaya,2004,54.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Meghalaya,2005,49.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Meghalaya,2006,53.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Meghalaya,2007,56.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Meghalaya,2008,58.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Meghalaya,2009,59.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Meghalaya,2010,55.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
